Platform,Year,Genre,Publisher,Global_Sales,Is_hit
PS3,2014.0,Action,Ubisoft,1.37,0
PS3,2006.0,Racing,Namco Bandai Games,1.37,0
PS,1998.0,Misc,Activision,1.37,0
XOne,2014.0,Racing,Microsoft Game Studios,1.37,1
PS3,2008.0,Racing,Sony Computer Entertainment,1.37,1
DS,2010.0,Platform,Sega,1.37,0
XB,2004.0,Role-Playing,Activision,1.37,0
PS3,2010.0,Action,Warner Bros. Interactive Entertainment,1.37,0
N64,1998.0,Strategy,Nintendo,1.37,1
PS3,2014.0,Sports,Take-Two Interactive,1.36,1
XB,2004.0,Shooter,Ubisoft,1.36,0
GBA,2003.0,Platform,Vivendi Games,1.36,0
X360,2008.0,Racing,Electronic Arts,1.36,0
PS2,2008.0,Misc,Sony Computer Entertainment,1.36,0
NES,1986.0,Shooter,Konami Digital Entertainment,1.36,1
SNES,1996.0,Role-Playing,Enix Corporation,1.36,1
2600,1981.0,Shooter,Atari,1.36,0
3DS,2014.0,Platform,Nintendo,1.36,0
XOne,2013.0,Action,Microsoft Game Studios,1.36,1
PS2,2002.0,Shooter,Electronic Arts,1.36,0
Wii,2006.4055613528942,Action,Warner Bros. Interactive Entertainment,1.36,0
PS3,2011.0,Fighting,Capcom,1.35,0
PS,1999.0,Simulation,Konami Digital Entertainment,1.35,0
PS3,2010.0,Racing,Codemasters,1.35,1
PS,1997.0,Sports,Electronic Arts,1.35,1
PSP,2008.0,Sports,Electronic Arts,1.35,1
DS,2007.0,Misc,Atari,1.35,1
PSP,2007.0,Sports,Electronic Arts,1.35,0
DS,2009.0,Action,Take-Two Interactive,1.35,0
X360,2010.0,Action,Microsoft Game Studios,1.35,0
PS3,2008.0,Shooter,Electronic Arts,1.35,0
XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.35,1
PS2,2004.0,Action,Electronic Arts,1.35,0
XB,2003.0,Racing,Vivendi Games,1.35,0
X360,2008.0,Action,Capcom,1.35,1
PS3,2008.0,Shooter,Ubisoft,1.35,0
PSP,2005.0,Role-Playing,Capcom,1.35,0
X360,2011.0,Action,Electronic Arts,1.35,0
PS,1997.0,Role-Playing,SquareSoft,1.35,0
PS2,2004.0,Misc,Sony Computer Entertainment,1.35,0
X360,2007.0,Sports,Electronic Arts,1.35,0
PS3,2011.0,Adventure,Sony Computer Entertainment,1.35,1
PS2,2002.0,Racing,Atari,1.34,0
DS,2005.0,Role-Playing,Nintendo,1.34,0
X360,2006.0,Shooter,Capcom,1.34,1
Other_platform,1994.0,Fighting,Acclaim Entertainment,1.34,1
XB,2005.0,Shooter,Activision,1.34,0
GC,2004.0,Platform,Nintendo,1.34,0
PS2,2006.0,Racing,Electronic Arts,1.34,1
PS2,2003.0,Shooter,Take-Two Interactive,1.34,0
PC,2000.0,Strategy,Electronic Arts,1.34,0
PS2,2004.0,Sports,Electronic Arts,1.34,0
PS3,2007.0,Fighting,THQ,1.33,0
PS2,2004.0,Platform,Sony Computer Entertainment,1.33,0
X360,2010.0,Sports,Ubisoft,1.33,0
PS3,2011.0,Shooter,Bethesda Softworks,1.33,0
X360,2013.0,Platform,Activision,1.33,1
PS4,2013.0,Sports,Take-Two Interactive,1.33,0
GBA,2002.0,Action,Activision,1.33,0
N64,1998.0,Fighting,Acclaim Entertainment,1.33,1
GB,2000.0,Sports,Activision,1.33,0
GBA,2003.0,Simulation,Electronic Arts,1.33,1
PS,2000.0,Sports,Electronic Arts,1.33,0
GC,2004.0,Shooter,Nintendo,1.33,0
X360,2010.0,Fighting,THQ,1.33,0
PS3,2013.0,Role-Playing,Square Enix,1.33,1
PS2,2004.0,Racing,TDK Mediactive,1.33,1
DS,2007.0,Simulation,Ubisoft,1.33,0
DS,2010.0,Role-Playing,Nintendo,1.33,1
XOne,2014.0,Action,Warner Bros. Interactive Entertainment,1.32,0
PSP,2005.0,Racing,Electronic Arts,1.32,0
PS3,2008.0,Action,Warner Bros. Interactive Entertainment,1.32,1
PS3,2014.0,Role-Playing,Namco Bandai Games,1.32,0
PC,2008.0,Role-Playing,Activision,1.32,0
PS3,2014.0,Role-Playing,Square Enix,1.32,0
X360,2014.0,Action,Warner Bros. Interactive Entertainment,1.32,0
PS,1998.0,Racing,Codemasters,1.32,0
NES,1985.0,Puzzle,Nintendo,1.32,0
PS2,2002.0,Sports,Atari,1.32,1
PS,1997.0,Fighting,Eidos Interactive,1.32,0
GBA,2003.0,Role-Playing,Capcom,1.32,0
PS3,2010.0,Shooter,Sony Computer Entertainment,1.32,1
PS,1996.0,Sports,Electronic Arts,1.32,0
DS,2011.0,Racing,Disney Interactive Studios,1.32,1
X360,2012.0,Action,Activision,1.32,0
PSP,2006.4055613528942,Action,Warner Bros. Interactive Entertainment,1.32,0
PS,1996.0,Racing,ASC Games,1.31,0
PS2,2002.0,Racing,Bethesda Softworks,1.31,0
X360,2009.0,Misc,MTV Games,1.31,0
X360,2009.0,Fighting,Namco Bandai Games,1.31,1
X360,2009.0,Action,Activision,1.31,0
Wii,2009.0,Misc,Zoo Games,1.31,0
PS2,2005.0,Platform,Activision,1.31,1
PS,1999.0,Adventure,THQ,1.31,0
DS,2009.0,Strategy,Warner Bros. Interactive Entertainment,1.31,0
2600,1983.0,Platform,Activision,1.31,1
PS2,2002.0,Shooter,Acclaim Entertainment,1.31,1
Wii,2008.0,Misc,Disney Interactive Studios,1.31,1
Wii,2008.0,Sports,Ubisoft,1.31,0
XB,2004.0,Racing,Electronic Arts,1.31,1
2600,2006.4055613528942,Adventure,Atari,1.3,0
GBA,2002.0,Role-Playing,Konami Digital Entertainment,1.3,0
PS3,2011.0,Action,Electronic Arts,1.3,0
PS2,2006.0,Sports,Electronic Arts,1.3,0
PS3,2013.0,Action,Deep Silver,1.3,1
PS2,2005.0,Misc,Sony Computer Entertainment,1.3,0
Wii,2007.0,Sports,Electronic Arts,1.3,0
PS,1997.0,Racing,Accolade,1.3,1
SNES,1995.0,Role-Playing,SquareSoft,1.3,0
Wii,2010.0,Sports,Electronic Arts,1.3,0
PS,1999.0,Role-Playing,Namco Bandai Games,1.3,1
XOne,2015.0,Adventure,Square Enix,1.3,1
Wii,2006.0,Racing,Electronic Arts,1.29,1
WiiU,2015.0,Platform,Nintendo,1.29,0
GBA,2002.0,Role-Playing,Capcom,1.29,1
PS3,2012.0,Sports,Electronic Arts,1.29,0
GC,2002.0,Action,Capcom,1.29,0
X360,2005.0,Racing,Electronic Arts,1.29,1
XOne,2015.0,Shooter,Ubisoft,1.29,0
GBA,2003.0,Platform,TDK Mediactive,1.29,1
PS2,2004.0,Shooter,Atari,1.29,1
Wii,2008.0,Misc,Activision,1.29,0
DS,2008.0,Adventure,Nintendo,1.29,0
PS3,2008.0,Role-Playing,Sega,1.29,0
PS2,2005.0,Racing,Take-Two Interactive,1.29,0
PS2,2004.0,Role-Playing,Sony Online Entertainment,1.28,1
X360,2014.0,Action,Ubisoft,1.28,0
DS,2008.0,Simulation,Ubisoft,1.28,0
PS4,2014.0,Action,Konami Digital Entertainment,1.28,0
GB,1989.0,Misc,Nintendo,1.28,0
XOne,2015.0,Action,Ubisoft,1.28,0
PS,1999.0,Action,3DO,1.28,0
X360,2012.0,Action,THQ,1.28,0
PS,1999.0,Racing,989 Studios,1.28,1
PS2,2003.0,Action,Take-Two Interactive,1.28,0
3DS,2012.0,Action,Nintendo,1.28,0
PS2,2001.0,Action,Konami Digital Entertainment,1.28,0
PS3,2008.0,Action,Eidos Interactive,1.27,1
PS,1997.0,Platform,Konami Digital Entertainment,1.27,0
PC,2005.0,Simulation,Electronic Arts,1.27,0
PS2,2008.0,Action,Warner Bros. Interactive Entertainment,1.27,1
PS,1995.0,Racing,Electronic Arts,1.27,0
3DS,2012.0,Role-Playing,Nintendo,1.27,0
2600,1981.0,Shooter,Imagic,1.27,0
X360,2008.0,Sports,Take-Two Interactive,1.27,1
X360,2011.0,Fighting,THQ,1.27,0
XB,2003.0,Sports,Activision,1.27,0
NES,1984.0,Shooter,Nintendo,1.27,1
XOne,2015.0,Role-Playing,Bethesda Softworks,1.27,0
Wii,2008.0,Sports,Deep Silver,1.27,1
PS2,2002.0,Role-Playing,Atari,1.27,1
Wii,2007.0,Sports,Take-Two Interactive,1.27,0
GC,2003.0,Platform,Sega,1.27,0
PS2,2004.0,Action,Sony Computer Entertainment,1.27,1
PS,1994.0,Fighting,Sony Computer Entertainment,1.27,1
3DS,2016.0,Action,Level 5,1.27,1
DS,2008.0,Action,Activision,1.26,1
DS,2005.0,Simulation,Atari,1.26,0
PC,2010.0,Sports,Sega,1.26,1
PS,1998.0,Puzzle,THQ,1.26,1
DS,2007.0,Simulation,Square Enix,1.26,0
WiiU,2014.0,Action,Nintendo,1.26,1
PS3,2006.0,Racing,Electronic Arts,1.26,0
PC,2003.0,Sports,Eidos Interactive,1.26,1
PS,1998.0,Sports,Codemasters,1.26,0
DS,2007.0,Action,THQ,1.26,0
PS,1998.0,Misc,Hasbro Interactive,1.26,1
X360,2012.0,Action,Warner Bros. Interactive Entertainment,1.26,0
Wii,2007.0,Sports,RTL,1.26,0
PS3,2008.0,Shooter,Sony Computer Entertainment,1.25,0
PS,2000.0,Sports,Electronic Arts,1.25,0
PS2,2008.0,Action,LucasArts,1.25,0
2600,2006.4055613528942,Action,Atari,1.25,0
PS3,2007.0,Shooter,Ubisoft,1.25,0
NES,1988.0,Role-Playing,Namco Bandai Games,1.25,0
NES,1987.0,Role-Playing,Namco Bandai Games,1.25,0
PS,1996.0,Sports,Natsume,1.25,1
PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment,1.25,0
GC,2005.0,Role-Playing,Nintendo,1.25,1
PS2,2006.0,Shooter,Electronic Arts,1.25,0
PC,2002.0,Strategy,Atari,1.25,0
PS2,2003.0,Action,Eidos Interactive,1.25,0
PS2,2004.0,Action,Ubisoft,1.25,0
PS,1998.0,Racing,Electronic Arts,1.25,0
PS2,2005.0,Shooter,Sony Computer Entertainment,1.24,1
PS2,2001.0,Role-Playing,Virgin Interactive,1.24,0
DS,2007.0,Action,Activision,1.24,1
PS3,2011.0,Role-Playing,Namco Bandai Games,1.24,0
DS,2007.0,Racing,Nintendo,1.24,1
PS3,2009.0,Action,Activision,1.24,0
PSP,2009.0,Action,Ubisoft,1.24,0
PS,1997.0,Platform,GT Interactive,1.24,0
XOne,2015.0,Role-Playing,Namco Bandai Games,1.24,0
PS2,2000.0,Action,Namco Bandai Games,1.24,0
PS2,2008.0,Fighting,THQ,1.24,1
GB,1992.0,Puzzle,Nintendo,1.24,1
XB,2005.0,Action,Activision,1.24,0
Wii,2007.0,Action,D3Publisher,1.23,0
PS2,2001.0,Platform,Konami Digital Entertainment,1.23,1
PS3,2010.0,Sports,Electronic Arts,1.23,1
XB,2004.0,Action,Microsoft Game Studios,1.23,0
XB,2002.0,Platform,Universal Interactive,1.23,0
PS2,2004.0,Racing,Atari,1.23,1
PS,2003.0,Misc,Sony Computer Entertainment,1.23,0
PC,2014.0,Simulation,Focus Home Interactive,1.23,0
X360,2008.0,Misc,Activision,1.23,0
PS3,2007.0,Shooter,Electronic Arts,1.23,1
GB,2000.0,Puzzle,Nintendo,1.23,0
GBA,2003.0,Platform,THQ,1.23,0
PS,1998.0,Racing,Activision,1.23,1
NES,1986.0,Platform,Konami Digital Entertainment,1.23,0
GBA,2004.0,Platform,Nintendo,1.23,1
PS3,2009.0,Action,Sega,1.23,1
GBA,2003.0,Puzzle,Nintendo,1.23,0
PSP,2005.0,Shooter,LucasArts,1.23,1
PS4,2016.0,Sports,Electronic Arts,1.23,1
Wii,2008.0,Puzzle,Electronic Arts,1.23,1
PC,2015.0,Role-Playing,Bethesda Softworks,1.23,0
Wii,2007.0,Simulation,Electronic Arts,1.23,0
PS3,2012.0,Action,Warner Bros. Interactive Entertainment,1.22,1
PS3,2010.0,Fighting,Namco Bandai Games,1.22,0
GC,2004.0,Sports,Nintendo,1.22,0
PS,1997.0,Puzzle,Sony Computer Entertainment,1.22,0
GB,1997.0,Misc,Nintendo,1.22,0
GB,1999.0,Misc,Nintendo,1.22,0
NES,1984.0,Puzzle,Namco Bandai Games,1.22,0
PS2,2006.0,Adventure,Alchemist,1.22,1
PS3,2011.0,Racing,Codemasters,1.22,0
PSP,2006.0,Racing,THQ,1.22,0
PS,1997.0,Sports,Electronic Arts,1.22,1
PS,1997.0,Role-Playing,SquareSoft,1.22,0
GBA,2002.0,Role-Playing,Nintendo,1.22,1
PS,1996.0,Simulation,Maxis,1.22,0
XB,2001.0,Shooter,Take-Two Interactive,1.22,0
PS,1998.0,Fighting,Electronic Arts,1.22,0
PS2,2002.0,Sports,Sega,1.22,1
PS2,2006.4055613528942,Racing,Unknown,1.22,0
3DS,2011.0,Fighting,Capcom,1.22,1
PS2,2006.0,Racing,THQ,1.21,1
XB,2001.0,Misc,Microsoft Game Studios,1.21,1
XB,2004.0,Shooter,Activision,1.21,0
PSP,2010.0,Sports,Electronic Arts,1.21,1
PS2,2002.0,Platform,Sony Computer Entertainment,1.21,0
DS,2009.0,Action,Activision,1.21,0
SNES,1992.0,Platform,Capcom,1.21,0
PS,2001.0,Role-Playing,Enix Corporation,1.21,0
PS,1999.0,Action,LucasArts,1.21,1
PS,2000.0,Action,Virgin Interactive,1.21,0
GC,2003.0,Racing,Electronic Arts,1.21,1
PS,1997.0,Racing,Electronic Arts,1.21,0
PSP,2006.0,Sports,Electronic Arts,1.21,0
PSP,2005.0,Sports,Konami Digital Entertainment,1.2,0
PS2,2002.0,Action,Black Label Games,1.2,1
PS3,2011.0,Action,LucasArts,1.2,1
PS2,2004.0,Racing,SouthPeak Games,1.2,1
GC,2004.0,Strategy,Nintendo,1.2,0
Wii,2015.0,Misc,Ubisoft,1.2,0
Wii,2008.0,Misc,Disney Interactive Studios,1.2,0
XOne,2015.0,Shooter,Electronic Arts,1.2,0
PS4,2015.0,Sports,Take-Two Interactive,1.2,0
SNES,1993.0,Fighting,Namco Bandai Games,1.2,0
NES,1986.0,Shooter,Konami Digital Entertainment,1.2,0
NES,1986.0,Platform,Konami Digital Entertainment,1.2,1
Other_platform,1999.0,Sports,Sega,1.2,0
GB,1989.0,Shooter,Nintendo,1.2,1
XB,2003.0,Action,Atari,1.2,1
PS2,2001.0,Sports,Electronic Arts,1.2,0
DS,2006.0,Puzzle,Nintendo,1.2,0
Wii,2009.0,Adventure,Nintendo,1.2,1
PS3,2012.0,Action,Namco Bandai Games,1.2,0
PS3,2013.0,Sports,Take-Two Interactive,1.19,1
PSP,2006.0,Action,Konami Digital Entertainment,1.19,1
PS,1997.0,Simulation,Electronic Arts,1.19,1
WiiU,2014.0,Puzzle,Nintendo,1.19,0
PSP,2007.0,Fighting,THQ,1.19,1
GBA,2003.0,Racing,THQ,1.19,1
Wii,2008.0,Sports,Konami Digital Entertainment,1.19,0
GBA,2002.0,Platform,THQ,1.19,0
3DS,2012.0,Sports,Sega,1.19,0
PS2,2006.0,Action,Vivendi Games,1.19,0
N64,1998.0,Sports,Nintendo,1.19,1
NES,1990.0,Platform,Capcom,1.19,0
PS,1999.0,Racing,Ubisoft,1.19,1
XB,2006.4055613528942,Action,Eidos Interactive,1.19,1
XOne,2013.0,Sports,Electronic Arts,1.19,0
GC,2002.0,Action,Activision,1.19,1
GBA,2004.0,Role-Playing,Nintendo,1.19,0
PS4,2016.0,Sports,Take-Two Interactive,1.19,0
3DS,2015.0,Role-Playing,Nintendo,1.19,0
X360,2012.0,Misc,Ubisoft,1.19,0
PS,1999.0,Adventure,Konami Digital Entertainment,1.18,1
2600,1982.0,Racing,Atari,1.18,0
PS3,2012.0,Action,Capcom,1.18,0
PSP,2008.0,Action,LucasArts,1.18,0
NES,1988.0,Sports,Namco Bandai Games,1.18,1
Other_platform,1999.0,Adventure,Sega,1.18,0
GB,2000.0,Sports,Nintendo,1.18,0
GBA,2001.0,Sports,Activision,1.18,1
PS3,2011.0,Fighting,THQ,1.18,0
PS3,2009.0,Fighting,THQ,1.18,0
DS,2011.0,Strategy,Mastertronic,1.18,1
PS3,2006.0,Platform,Sega,1.18,0
SNES,1991.0,Platform,Capcom,1.18,0
PC,2008.0,Strategy,Electronic Arts,1.17,0
PS,1996.0,Simulation,Electronic Arts,1.17,0
X360,2011.0,Sports,Ubisoft,1.17,0
PS3,2008.0,Shooter,Electronic Arts,1.17,0
PS2,2005.0,Shooter,Activision,1.17,1
PS2,2002.0,Platform,Electronic Arts,1.17,0
Wii,2008.0,Platform,Nintendo,1.17,0
DS,2007.0,Platform,Sega,1.17,0
X360,2012.0,Action,Electronic Arts,1.17,0
NES,1990.0,Platform,Capcom,1.17,0
PS4,2016.0,Platform,Sony Computer Entertainment,1.17,0
N64,1997.0,Action,Ocean,1.17,0
SNES,1993.0,Role-Playing,SquareSoft,1.17,0
PS2,2003.0,Sports,Zoo Digital Publishing,1.17,1
PS,1998.0,Sports,989 Studios,1.17,1
PS,1996.0,Racing,Sony Computer Entertainment,1.17,0
XB,2003.0,Shooter,Electronic Arts,1.17,0
PC,2012.0,Sports,Sega,1.17,0
PS,1996.0,Racing,Psygnosis,1.17,1
X360,2008.0,Platform,Electronic Arts,1.17,0
XOne,2015.0,Shooter,Activision,1.17,0
GBA,2004.0,Puzzle,Nintendo,1.17,1
PS3,2008.0,Action,Activision,1.16,1
Wii,2009.0,Sports,Electronic Arts,1.16,1
PC,2010.0,Role-Playing,Bethesda Softworks,1.16,0
PSV,2012.0,Racing,Electronic Arts,1.16,0
PSP,2007.0,Role-Playing,Square Enix,1.16,0
PS2,2006.0,Racing,Take-Two Interactive,1.16,0
PS2,2004.0,Shooter,Ubisoft,1.16,1
PS3,2007.0,Misc,Sony Computer Entertainment,1.16,0
PS,1997.0,Fighting,Sony Computer Entertainment,1.16,0
DS,2011.0,Action,LucasArts,1.16,0
PS2,2001.0,Racing,Electronic Arts,1.16,1
N64,1999.0,Shooter,Nintendo,1.16,1
SNES,1993.0,Platform,Capcom,1.16,0
GBA,2002.0,Role-Playing,Konami Digital Entertainment,1.16,1
SAT,1995.0,Racing,Sega,1.16,0
PS,1997.0,Racing,Eidos Interactive,1.16,0
PSP,2007.0,Shooter,Electronic Arts,1.16,1
X360,2010.0,Shooter,City Interactive,1.16,1
PS3,2011.0,Misc,Ubisoft,1.16,0
XB,2005.0,Action,Eidos Interactive,1.16,1
PSP,2009.0,Sports,Electronic Arts,1.16,0
X360,2014.0,Shooter,Electronic Arts,1.16,0
PC,2008.0,Simulation,Sega,1.15,0
PS3,2011.0,Simulation,Konami Digital Entertainment,1.15,0
PS2,2001.0,Action,Midway Games,1.15,0
PS3,2007.0,Action,Eidos Interactive,1.15,0
PS2,2004.0,Shooter,Empire Interactive,1.15,0
2600,1980.0,Misc,Activision,1.15,1
PS3,2010.0,Action,Take-Two Interactive,1.15,0
Wii,2009.0,Platform,Sega,1.15,0
PC,2007.0,Shooter,Activision,1.15,0
GB,1990.0,Puzzle,Nintendo,1.15,1
SNES,1995.0,Sports,ASCII Entertainment,1.15,0
NES,1986.0,Action,Hudson Soft,1.15,1
DS,2008.0,Misc,Disney Interactive Studios,1.15,0
PS3,2011.0,Platform,Sony Computer Entertainment,1.15,0
GC,2003.0,Misc,Nintendo,1.15,0
PS3,2011.0,Fighting,Electronic Arts,1.15,0
SNES,1993.0,Role-Playing,Enix Corporation,1.15,0
PS2,2003.0,Platform,THQ,1.15,1
PS,1998.0,Shooter,Success,1.15,0
PS,1997.0,Puzzle,Compile,1.15,0
3DS,2011.0,Action,Nintendo,1.14,0
PS,2000.0,Action,Take-Two Interactive,1.14,0
PS2,2003.0,Action,Activision,1.14,0
PS2,2005.0,Action,Sony Computer Entertainment,1.14,0
PS,1998.0,Role-Playing,SquareSoft,1.14,0
PS3,2007.0,Sports,Sony Computer Entertainment,1.14,0
PS2,2005.0,Simulation,Konami Digital Entertainment,1.14,0
PS3,2008.0,Platform,Electronic Arts,1.14,0
Wii,2009.0,Platform,Ubisoft,1.14,0
N64,1998.0,Shooter,Acclaim Entertainment,1.14,0
NES,1986.0,Action,Capcom,1.14,0
SNES,1990.0,Simulation,Nintendo,1.14,1
Other_platform,2000.0,Action,Eidos Interactive,1.14,1
GB,1991.0,Racing,Nintendo,1.14,0
XB,2003.0,Action,Electronic Arts,1.14,0
GBA,2005.0,Action,Eidos Interactive,1.14,0
PS2,2005.0,Role-Playing,Take-Two Interactive,1.14,1
X360,2009.0,Misc,Activision,1.14,1
PS2,2001.0,Simulation,Atari,1.14,0
GC,2004.0,Racing,Electronic Arts,1.14,1
XB,2002.0,Simulation,Microsoft Game Studios,1.13,0
PS3,2010.0,Racing,Sony Computer Entertainment,1.13,1
3DS,2011.0,Action,LucasArts,1.13,1
PS,1999.0,Sports,ASCII Entertainment,1.13,1
GBA,2006.0,Racing,THQ,1.13,0
3DS,2012.0,Role-Playing,Nintendo,1.13,0
XB,2004.0,Shooter,Ubisoft,1.13,0
PS4,2014.0,Sports,Take-Two Interactive,1.13,0
NES,1983.0,Platform,Nintendo,1.13,0
PS,1998.0,Misc,Sony Computer Entertainment,1.13,0
X360,2013.0,Sports,Take-Two Interactive,1.13,1
PS4,2014.0,Shooter,Sega,1.13,0
PS3,2009.0,Action,Sega,1.13,0
GBA,2005.0,Role-Playing,Nintendo,1.13,0
PS3,2009.0,Misc,MTV Games,1.13,0
X360,2011.0,Action,Electronic Arts,1.12,0
2600,1982.0,Shooter,Atari,1.12,0
PS2,2001.0,Racing,Activision,1.12,0
N64,1996.0,Simulation,Nintendo,1.12,0
X360,2010.0,Shooter,Microsoft Game Studios,1.12,0
PS3,2013.0,Role-Playing,Square Enix,1.12,0
PS3,2010.0,Action,Konami Digital Entertainment,1.12,1
X360,2011.0,Misc,Ubisoft,1.12,1
X360,2014.0,Action,Disney Interactive Studios,1.12,0
PSP,2005.0,Shooter,Sony Computer Entertainment,1.12,0
XB,2005.0,Shooter,Activision,1.12,1
NES,1992.0,Puzzle,Nintendo,1.12,1
PS2,2009.0,Misc,Activision,1.12,1
PC,2007.0,Sports,Russel,1.12,0
XB,2004.0,Action,Activision,1.12,0
XB,2003.0,Shooter,Microsoft Game Studios,1.11,0
PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.11,0
PS2,2007.0,Action,Activision,1.11,0
PS3,2008.0,Racing,Codemasters,1.11,0
PS2,2007.0,Misc,RedOctane,1.11,1
XOne,2014.0,Shooter,Microsoft Game Studios,1.11,0
PS2,2006.4055613528942,Misc,Electronic Arts,1.11,0
XB,2005.0,Action,Ubisoft,1.11,0
NES,1983.0,Platform,Nintendo,1.11,0
PS,1995.0,Role-Playing,Sony Computer Entertainment,1.11,0
Other_platform,1994.0,Sports,Acclaim Entertainment,1.11,0
Wii,2007.0,Racing,Electronic Arts,1.11,1
WiiU,2013.0,Strategy,Nintendo,1.11,0
PS,1999.0,Role-Playing,SquareSoft,1.11,0
PSP,2004.0,Puzzle,Ubisoft,1.11,0
PS3,2010.0,Action,Disney Interactive Studios,1.11,0
PS3,2009.0,Misc,Activision,1.1,1
2600,1981.0,Shooter,Activision,1.1,0
X360,2007.0,Shooter,Electronic Arts,1.1,0
3DS,2015.0,Action,Nintendo,1.1,0
2600,1982.0,Platform,Atari,1.1,1
PS,1997.0,Sports,Electronic Arts,1.1,0
PS3,2012.0,Action,Warner Bros. Interactive Entertainment,1.1,0
DS,2007.0,Simulation,Ubisoft,1.1,0
PS3,2010.0,Fighting,THQ,1.1,0
GB,1999.0,Strategy,Konami Digital Entertainment,1.1,0
NES,1984.0,Puzzle,Hudson Soft,1.1,0
GB,1989.0,Role-Playing,SquareSoft,1.1,0
NES,1989.0,Role-Playing,Namco Bandai Games,1.1,0
N64,1998.0,Racing,Nintendo,1.1,0
NES,1983.0,Platform,Nintendo,1.1,0
Wii,2008.0,Shooter,Electronic Arts,1.1,0
PS2,2001.0,Sports,Electronic Arts,1.1,1
PS2,2006.0,Misc,Sony Computer Entertainment,1.1,1
PS2,2006.0,Misc,Sony Computer Entertainment,1.1,0
GC,2003.0,Role-Playing,Nintendo,1.1,0
PSP,2005.0,Role-Playing,Activision,1.1,1
PS,1998.0,Role-Playing,Sony Computer Entertainment,1.1,1
PS3,2013.0,Role-Playing,Square Enix,1.1,1
PSP,2008.0,Action,LucasArts,1.09,0
DS,2008.0,Simulation,Ubisoft,1.09,0
PSP,2007.0,Action,Electronic Arts,1.09,1
PS2,2006.0,Adventure,Sega,1.09,0
X360,2009.0,Sports,Electronic Arts,1.09,0
GBA,2003.0,Role-Playing,Atari,1.09,0
PS3,2007.0,Fighting,Sega,1.09,1
Other_platform,2000.0,Sports,Sega,1.09,1
PS,1998.0,Simulation,Konami Digital Entertainment,1.09,1
PSP,2005.0,Misc,Sony Computer Entertainment,1.09,1
DS,2006.0,Action,LucasArts,1.09,0
XB,2003.0,Sports,Electronic Arts,1.09,0
PC,2009.0,Strategy,Sega,1.09,0
PS2,2006.0,Action,Electronic Arts,1.09,0
Wii,2009.0,Sports,Electronic Arts,1.09,0
PS2,2002.0,Shooter,LucasArts,1.09,1
PS,1997.0,Simulation,Taito,1.09,0
PS3,2010.0,Action,Electronic Arts,1.09,0
DS,2010.0,Racing,Sega,1.09,0
PS3,2012.0,Action,Activision,1.09,0
Wii,2007.0,Adventure,Nintendo,1.09,0
PS,1998.0,Sports,Midway Games,1.09,0
X360,2010.0,Racing,Sega,1.09,0
PS2,2003.0,Racing,Electronic Arts,1.08,1
PS3,2008.0,Action,Ubisoft,1.08,0
PS2,2002.0,Platform,THQ,1.08,0
PC,2015.0,Action,Take-Two Interactive,1.08,1
Wii,2009.0,Sports,THQ,1.08,0
PS2,2002.0,Sports,Agetec,1.08,0
DS,2009.0,Adventure,Electronic Arts,1.08,1
Wii,2009.0,Action,Capcom,1.08,0
X360,2012.0,Action,Electronic Arts,1.08,0
PSP,2009.0,Action,Take-Two Interactive,1.08,0
Wii,2010.0,Sports,Electronic Arts,1.08,0
PS3,2007.0,Shooter,Electronic Arts,1.08,0
2600,1982.0,Platform,Atari,1.08,0
X360,2008.0,Action,Eidos Interactive,1.08,0
PS2,2004.0,Shooter,Ubisoft,1.08,1
PS3,2011.0,Racing,Codemasters,1.08,0
WiiU,2013.0,Platform,Nintendo,1.08,1
DS,2008.0,Simulation,Electronic Arts,1.08,1
PS,1998.0,Sports,Midway Games,1.08,1
GBA,2003.0,Fighting,Atari,1.08,0
GBA,2002.0,Platform,Ubisoft,1.08,0
GC,2005.0,Shooter,Nintendo,1.08,0
PS3,2008.0,Fighting,Namco Bandai Games,1.08,0
X360,2011.0,Fighting,Capcom,1.08,0
X360,2013.0,Sports,Electronic Arts,1.07,1
PS,1999.0,Misc,Sony Computer Entertainment,1.07,0
PS2,2006.0,Shooter,Activision,1.07,0
DS,2008.0,Simulation,Ubisoft,1.07,1
X360,2010.0,Action,Take-Two Interactive,1.07,1
X360,2008.0,Action,Take-Two Interactive,1.07,0
SAT,1994.0,Fighting,Sega,1.07,0
PC,1999.0,Sports,Eidos Interactive,1.07,1
PS2,2009.0,Fighting,THQ,1.07,0
X360,2007.0,Sports,Konami Digital Entertainment,1.07,0
DS,2005.0,Platform,Nintendo,1.07,0
PS,1997.0,Sports,Electronic Arts,1.07,0
PS2,2005.0,Fighting,Namco Bandai Games,1.07,1
PS3,2013.0,Platform,Activision,1.07,0
PS3,2012.0,Racing,Codemasters,1.07,0
PSP,2005.0,Sports,Sony Computer Entertainment,1.07,0
Wii,2011.0,Action,Disney Interactive Studios,1.07,0
PS,1995.0,Racing,Sony Computer Entertainment,1.07,0
X360,2011.0,Action,Disney Interactive Studios,1.07,0
PS,1999.0,Racing,Electronic Arts,1.07,0
PS,1998.0,Sports,Electronic Arts,1.06,0
PS2,2006.0,Fighting,Midway Games,1.06,1
